symbol,timestamp,open,high,low,close,volume
AAPL,2025-03-21 11:40:00,213.2650,213.4100,212.6950,212.7100,366583
TSLA,2025-03-21 19:55:00,249.2500,249.4900,249.1200,249.4500,39436
TSLA,2025-03-21 19:50:00,249.0000,249.2900,248.8700,249.1500,30474
TSLA,2025-03-21 19:45:00,248.8900,249.0000,248.8500,248.9350,30896
TSLA,2025-03-21 19:40:00,249.3400,249.3800,248.8927,248.9450,41809
TSLA,2025-03-21 19:35:00,249.3900,249.4400,249.1200,249.2800,23140
TSLA,2025-03-21 19:30:00,249.5000,249.6600,248.7100,249.3750,33637
TSLA,2025-03-21 19:25:00,249.6200,249.6900,249.5000,249.6500,15321
TSLA,2025-03-21 19:20:00,249.6601,249.7300,249.4800,249.5900,39945
TSLA,2025-03-21 19:15:00,249.6700,249.8000,249.5800,249.6900,24294
TSLA,2025-03-21 19:10:00,249.5750,249.6900,249.5000,249.6700,17808
TSLA,2025-03-21 19:05:00,249.6400,249.7000,249.5000,249.6000,14682
TSLA,2025-03-21 19:00:00,249.7300,249.7800,249.5500,249.6300,17586
TSLA,2025-03-21 18:55:00,249.5600,249.8000,249.5000,249.7500,14604
TSLA,2025-03-21 18:50:00,249.5000,249.5800,249.5000,249.5800,12027
TSLA,2025-03-21 18:45:00,249.6900,249.7800,249.5000,249.5200,28268
TSLA,2025-03-21 18:40:00,249.6200,249.8000,249.5300,249.6100,26552
TSLA,2025-03-21 18:35:00,249.6500,249.7500,249.5300,249.6200,16203
TSLA,2025-03-21 18:30:00,249.4600,249.7000,249.4200,249.6200,18710
TSLA,2025-03-21 18:25:00,249.4400,249.6600,249.3600,249.4800,30881
TSLA,2025-03-21 18:20:00,249.3400,249.4500,249.3000,249.4500,13557
TSLA,2025-03-21 18:15:00,249.3700,249.4000,243.5809,249.3400,18507
TSLA,2025-03-21 18:10:00,249.2800,249.4000,249.2800,249.3500,21145
TSLA,2025-03-21 18:05:00,249.1400,249.4000,249.0000,249.2800,18790
TSLA,2025-03-21 18:00:00,248.9450,249.2600,248.8627,249.2000,34707
TSLA,2025-03-21 17:55:00,248.8100,248.9700,248.7400,248.9600,18067
TSLA,2025-03-21 17:50:00,248.7600,248.8100,248.7200,248.7500,14294
TSLA,2025-03-21 17:45:00,248.8400,248.9000,248.6900,248.7550,26290
TSLA,2025-03-21 17:40:00,249.0500,249.0500,248.8000,248.8007,22180
TSLA,2025-03-21 17:35:00,248.9400,249.0400,248.7100,248.9400,344005
TSLA,2025-03-21 17:30:00,249.1600,249.1900,248.9000,248.9000,39762
TSLA,2025-03-21 17:25:00,249.2500,249.4293,249.1000,249.1450,27726
TSLA,2025-03-21 17:20:00,249.2300,255.1777,235.4799,249.2500,26846
TSLA,2025-03-21 17:15:00,249.3250,249.3900,249.0600,249.2463,32576
TSLA,2025-03-21 17:10:00,249.3500,249.4000,249.1000,249.3200,20366
TSLA,2025-03-21 17:05:00,249.3755,249.4900,249.1500,249.3999,22709
TSLA,2025-03-21 17:00:00,249.3600,249.5000,249.2000,249.2000,39307
TSLA,2025-03-21 16:55:00,249.3888,249.5000,249.2500,249.3600,46886
TSLA,2025-03-21 16:50:00,249.1800,249.4243,249.0600,249.3900,35906
TSLA,2025-03-21 16:45:00,249.1350,249.1900,248.3500,249.1900,41175
TSLA,2025-03-21 16:40:00,249.1600,249.2200,248.9800,249.1700,38864
TSLA,2025-03-21 16:35:00,249.0300,249.3600,248.7100,249.1300,78067
